Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
GOSR2,Golgi,hand annotation from biological expectation,Golgi SNAP receptor complex member 2,40.235703,355.1056402,Ergic/cisGolgi,ER,ER membrane,nuclear outer membrane-ER membrane network,"Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:21549339}; Single-pass type IV membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:9349823}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O35165}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus. {ECO:0000250|UniProtKB:O35165}.",cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; membrane [GO:0016020]; SNARE complex [GO:0031201]
MAN1A1,Golgi,hand annotation from biological expectation,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",21.83796667,68.83648233,Golgi,NA,NA,NA,Golgi apparatus membrane; Single-pass type II membrane protein.,cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
MAN1A2,Golgi,hand annotation from biological expectation,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",20.63276367,46.83460815,Golgi,NA,NA,NA,Golgi apparatus membrane; Single-pass type II membrane protein.,endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
MAN1B1,Golgi,hand annotation from biological expectation,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",37.954429,26.45946709,Golgi,NA,NA,NA,Endoplasmic reticulum membrane {ECO:0000269|PubMed:10409699}; Single-pass type II membrane protein {ECO:0000269|PubMed:10409699}.,cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; extracellular vesicle [GO:1903561]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
MAN1C1,Golgi,hand annotation from biological expectation,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",2.149731839,3.859678112,NA,NA,NA,NA,Golgi apparatus membrane; Single-pass type II membrane protein.,endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]
MAN2A1,Golgi,hand annotation from biological expectation,Alpha-mannosidase 2,14.6953762,48.50998194,Golgi,NA,NA,NA,Golgi apparatus membrane {ECO:0000250|UniProtKB:P28494}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P28494}.,cis-Golgi network [GO:0005801]; extracellular exosome [GO:0070062]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
MAN2A2,Golgi,hand annotation from biological expectation,Alpha-mannosidase 2x,34.61531139,4.65688901,,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
RPL10,ribosome,hand annotation,60S ribosomal protein L10,4451.657266,6176.721729,Large Protein Complex,NA,plasma membrane,-,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
RPL10A,ribosome,hand annotation,60S ribosomal protein L10a,1831.99434,6747.186504,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; polysomal ribosome [GO:0042788]
RPL10L,ribosome,hand annotation,60S ribosomal protein L10-like,0,0,NA,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]; polysome [GO:0005844]
RPL11,ribosome,hand annotation,60S ribosomal protein L11,2333.200027,4882.972454,Large Protein Complex,NA,miscellaneous,-,"Nucleus, nucleolus {ECO:0000269|PubMed:27829214}. Cytoplasm {ECO:0000250|UniProtKB:Q9CXW4}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; protein-containing complex [GO:0032991]
RPL12,ribosome,hand annotation,60S ribosomal protein L12,2108.55659,6812.619444,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; large ribosomal subunit [GO:0015934]; membrane [GO:0016020]; postsynaptic density [GO:0014069]
RPL13,ribosome,hand annotation,60S ribosomal protein L13,3212.829553,7088.463574,Large Protein Complex,NA,miscellaneous,-,Cytoplasm {ECO:0000305|PubMed:31630789}.,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]
RPL13A,ribosome,hand annotation,60S ribosomal protein L13a,2316.100209,4383.065162,Large Protein Complex,NA,NA,NA,Cytoplasm {ECO:0000305|PubMed:14567916}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; focal adhesion [GO:0005925]; GAIT complex [GO:0097452]; large ribosomal subunit [GO:0015934]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
RPL14,ribosome,hand annotation,60S ribosomal protein L14,2040.887923,6508.173099,Large Protein Complex,NA,nucleolus,-,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; postsynaptic density [GO:0014069]
RPL15,ribosome,hand annotation,60S ribosomal protein L15,3569.1038,2638.222833,Large Protein Complex,NA,miscellaneous,spliceosomal complex I,Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,A band [GO:0031672]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; nucleus [GO:0005634]; ribosome [GO:0005840]
RPL17,ribosome,hand annotation,60S ribosomal protein L17,1809.385049,7339.680058,Large Protein Complex,NA,miscellaneous,-,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]
RPL18,ribosome,hand annotation,60S ribosomal protein L18,2605.063073,6937.59423,Large Protein Complex,NA,NA,NA,"Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q95342}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q95342, ECO:0000269|PubMed:25957688}.",cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; polysomal ribosome [GO:0042788]; rough endoplasmic reticulum [GO:0005791]
RPL18A,ribosome,hand annotation,60S ribosomal protein L18a,2567.736764,5508.450455,Large Protein Complex,NA,miscellaneous,-,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]
RPL19,ribosome,hand annotation,60S ribosomal protein L19,2357.13233,3762.043697,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]
RPL21,ribosome,hand annotation,60S ribosomal protein L21,1255.1573,6718.797407,Large Protein Complex,NA,miscellaneous,-,"Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P49666}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P49666, ECO:0000269|PubMed:25957688}.",cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
RPL22,ribosome,hand annotation,60S ribosomal protein L22,801.0577177,6791.43736,Large Protein Complex,NA,miscellaneous,-,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; presynapse [GO:0098793]; ribonucleoprotein complex [GO:1990904]
RPL22L1,ribosome,hand annotation,60S ribosomal protein L22-like 1,153.3574383,157.8209763,Large Protein Complex,NA,NA,NA,,ribosome [GO:0005840]
RPL23,ribosome,hand annotation,60S ribosomal protein L23,2524.561109,6879.49931,Large Protein Complex,NA,NA,NA,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; ribosome [GO:0005840]
RPL23A,ribosome,hand annotation,60S ribosomal protein L23a,1724.850373,11887.36418,Large Protein Complex,NA,cytoplasmic ribonucleoprotein granule,no prediction,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleus [GO:0005634]
RPL24,ribosome,hand annotation,60S ribosomal protein L24,3066.43613,5203.718631,Large Protein Complex,NA,nuclear outer membrane-ER membrane network,-,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]
RPL26,ribosome,hand annotation,60S ribosomal protein L26,2652.161744,10600.69713,Large Protein Complex,NA,NA,NA,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]
RPL26L1,ribosome,hand annotation,60S ribosomal protein L26-like 1,219.52772,380.2857715,Large Protein Complex,NA,NA,NA,,cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]
RPL27,ribosome,hand annotation,60S ribosomal protein L27,3484.323252,8825.312765,Large Protein Complex,NA,NA,NA,"Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:A1XQU5}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:A1XQU5, ECO:0000269|PubMed:25957688}.",cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
RPL27A,ribosome,hand annotation,60S ribosomal protein L27a,2351.426097,3397.646675,Large Protein Complex,NA,miscellaneous,-,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
RPL28,ribosome,hand annotation,60S ribosomal protein L28,1446.164353,4895.730644,Large Protein Complex,NA,miscellaneous,-,,cell body [GO:0044297]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; membrane [GO:0016020]
RPL29,ribosome,hand annotation,60S ribosomal protein L29,2549.15955,1630.479382,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]
RPL3,ribosome,hand annotation,60S ribosomal protein L3,2171.443466,8036.754116,Large Protein Complex,NA,miscellaneous,-,"Nucleus, nucleolus {ECO:0000269|PubMed:16963496}. Cytoplasm {ECO:0000269|PubMed:16963496}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; nucleolus [GO:0005730]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; synapse [GO:0045202]
RPL30,ribosome,hand annotation,60S ribosomal protein L30,2043.773732,6090.961435,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; polysomal ribosome [GO:0042788]; postsynaptic density [GO:0014069]
RPL31,ribosome,hand annotation,60S ribosomal protein L31,2621.156677,5757.867758,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]
RPL32,ribosome,hand annotation,60S ribosomal protein L32,2894.945999,5568.527075,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; polysomal ribosome [GO:0042788]
RPL34,ribosome,hand annotation,60S ribosomal protein L34,1865.19401,8118.354078,Large Protein Complex,NA,miscellaneous,-,"Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q29223}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q29223, ECO:0000269|PubMed:25957688}.",cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]
RPL35,ribosome,hand annotation,60S ribosomal protein L35,3132.824187,12275.39665,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; nucleolus [GO:0005730]
RPL35A,ribosome,hand annotation,60S ribosomal protein L35a,1627.200447,4131.419238,Large Protein Complex,NA,NA,NA,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; extracellular exosome [GO:0070062]; membrane [GO:0016020]
RPL36,ribosome,hand annotation,60S ribosomal protein L36,1410.270195,9501.224309,Large Protein Complex,NA,NA,NA,"Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Note=Detected on cytosolic polysomes (PubMed:25957688). {ECO:0000250|UniProtKB:Q2YGT9, ECO:0000269|PubMed:25957688}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]
RPL36A,ribosome,hand annotation,60S ribosomal protein L36a,4322.89003,6905.369221,Large Protein Complex,NA,NA,NA,Cytoplasm.,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]; ribosome [GO:0005840]
RPL36AL,ribosome,hand annotation,60S ribosomal protein L36a-like,375.4773333,NA,Large Protein Complex,NA,NA,NA,Cytoplasm {ECO:0000305}.,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
